sample_id,sample_description,biosample_accession,sample_type,sample_type_category,sample_tumor_status,sample_anatomic_site,sample_age_at_collection,derived_from_specimen,acquisition_method_type,tumor_tissue_type,tissue_fixative,embedding_medium,staining_method,objective,nominal_magnification,immersion,lensNA,working_distance,file_url_in_cds
HTA6_49_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-326NR_A3_Cohort0_1601568_cleaned.svs
HTA6_50_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-328NR_A5_Cohort0_1601571_cleaned.svs
HTA6_50_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-328NR_A7_Cohort0_1601572_cleaned.svs
HTA6_51_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-329NR_A15_Cohort0_1601574_cleaned.svs
HTA6_52_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-332NR_B15_Cohort0_1601575_cleaned.svs
HTA6_52_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-332NR_B9_Cohort0_1601576_cleaned.svs
HTA6_2463_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-333NR_A18_Cohort0_1601578_cleaned.svs
HTA6_53_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-337NR_A12_Cohort0_1601580_cleaned.svs
HTA6_54_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-338R_B16_HE_1568760_cleaned.svs
HTA6_55_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-339R_A38_HE_1568762_cleaned.svs
HTA6_56_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-340NR_A11_Cohort0_1601583_cleaned.svs
HTA6_57_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-341NR_D2_Cohort0_1601586_cleaned.svs
HTA6_58_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-342R_A22_HE_1568763_cleaned.svs
HTA6_58_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-342R_A24_HE_1568764_cleaned.svs
HTA6_2443_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-345R_A3_HE_1568765_cleaned.svs
HTA6_59_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-346R_D4_HE_1568767_cleaned.svs
HTA6_60_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-347R_A9_HE_1568770_cleaned.svs
HTA6_2467_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-348NR_A19_Cohort0_1601594_cleaned.svs
HTA6_61_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-349NR_A8_Cohort0_1601595_cleaned.svs
HTA6_62_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-372R_A25_HE_1568772_cleaned.svs
HTA6_63_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-375R_A17_Cohort2_1601600_cleaned.svs
HTA6_63_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-375R_A18_Cohort2_1601599_cleaned.svs
HTA6_64_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-377R_A7_HE_1568774_cleaned.svs
HTA6_65_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-378R_A2_HE_1568776_cleaned.svs
HTA6_66_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-379R_D9_HE_1568777_cleaned.svs
HTA6_67_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-380R_A8-1_HE_1568779_cleaned.svs
HTA6_2471_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-383R_A3_HE_1568781_cleaned.svs
HTA6_2464_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-397R_A27_HE_1568784_cleaned.svs
HTA6_68_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-398R_A6_HE_1568785_cleaned.svs
HTA6_69_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-400NR_B22_Cohort0_1601608_cleaned.svs
HTA6_70_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-401NR_A8_Cohort0_1601610_cleaned.svs
HTA6_2490_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-404NR_A21_Cohort0_1601613_cleaned.svs
HTA6_71_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-406NR_C2_Cohort0_1601614_cleaned.svs
HTA6_72_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-409NR_B17_Cohort0_1601616_cleaned.svs
HTA6_73_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-414NR_B12_Cohort0_1601622_cleaned.svs
HTA6_74_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-415NR_A14_Cohort0_1601623_cleaned.svs
HTA6_74_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-415NR_A3_Cohort0_1601624_cleaned.svs
HTA6_2491_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-416NR_A15_Cohort0_1601626_cleaned.svs
HTA6_2444_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-417NR_A8_Cohort0_1601629_cleaned.svs
HTA6_75_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-420NR_A23_Cohort0_1601633_cleaned.svs
HTA6_75_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-420NR_A2_Cohort0_1601632_cleaned.svs
HTA6_76_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-422NR_C4_Cohort0_1601635_cleaned.svs
HTA6_77_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-424NR_A4_Cohort0_1601638_cleaned.svs
HTA6_77_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-424NR_A7_Cohort0_1601639_cleaned.svs
HTA6_78_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-426NR_E10_0_1609469_cleaned.svs
HTA6_78_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-426NR_E28_0_1609468_cleaned.svs
HTA6_79_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-429NR_A7_0_1609472_cleaned.svs
HTA6_80_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-430NR_B3_0_1609474_cleaned.svs
HTA6_81_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-432NR_A4_0_1609476_cleaned.svs
HTA6_82_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-433NR_A7_0_1609479_cleaned.svs
HTA6_82_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-433NR_A8_0_1609478_cleaned.svs
HTA6_83_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-435NR_B17_0_1609483_cleaned.svs
HTA6_84_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-436NR_A8_0_1609485_cleaned.svs
HTA6_85_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-437NR_C4_0_1609487_cleaned.svs
HTA6_86_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-438NR_A4_0_1609489_cleaned.svs
HTA6_87_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-439NR_A8_0_1609490_cleaned.svs
HTA6_88_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-440R_B16_HE_1568790_cleaned.svs
HTA6_2457_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-441R_A5_HE_1568788_cleaned.svs
HTA6_2445_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-442R_A7_HE_1568789_cleaned.svs
HTA6_2458_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-443R_B9_HE_1568792_cleaned.svs
HTA6_89_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-444R_A2_HE_1568793_cleaned.svs
HTA6_89_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-444R_A7_HE_1568794_cleaned.svs
HTA6_2465_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-445R_A4_HE_1568796_cleaned.svs
HTA6_2481_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-446R_A29_HE_1568799_cleaned.svs
HTA6_2482_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-447R_A9_HE_1568797_cleaned.svs
HTA6_9_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-44NR_C18_Cohort0_1598466_cleaned.svs
HTA6_90_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DCIS-451R_A18_2_1609499_cleaned.svs
HTA6_2472_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DFCI-001_A15_1_1565519_cleaned.svs
HTA6_92_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DFCI-002_6_1_1565523_cleaned.svs
HTA6_93_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DFCI-004_12_1_1565647_cleaned.svs
HTA6_93_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DFCI-004_2_1_1565833_cleaned.svs
HTA6_94_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DFCI-005_A16_2_1565837_cleaned.svs
HTA6_2446_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DFCI-007_A4_1_1565839_cleaned.svs
HTA6_95_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DFCI-009_A3_1_1565841_cleaned.svs
HTA6_96_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DFCI-011_A12_2_1565844_cleaned.svs
HTA6_96_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DFCI-011_A13_2_1565843_cleaned.svs
HTA6_97_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/DFCI-014_9-1_1_1565847_cleaned.svs
HTA6_98_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/IU-007_2_1_1565893_cleaned.svs
HTA6_99_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/IU-009_E3_2_1565894_cleaned.svs
HTA6_100_18,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-001_2_1_1565496_cleaned.svs
HTA6_2473_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-002_2_1_1565498_cleaned.svs
HTA6_2474_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-003_1_1_1565499_cleaned.svs
HTA6_2475_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-006_2_1_1565886_cleaned.svs
HTA6_102_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-007_1_1_1565887_cleaned.svs
HTA6_104_4,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-009_2_2_1565890_cleaned.svs
HTA6_106_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-011_2_2_1565892_cleaned.svs
HTA6_108_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-013-2_cleaned.svs
HTA6_109_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-014_1_cleaned.svs
HTA6_110_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-015_2_cleaned.svs
HTA6_2479_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-016_1_cleaned.svs
HTA6_2480_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-017_1_cleaned.svs
HTA6_111_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-018_1_cleaned.svs
HTA6_112_2,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-019_1_cleaned.svs
HTA6_113_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-020_2_cleaned.svs
HTA6_114_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-021-Block2_cleaned.svs
HTA6_115_3,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-022_1_cleaned.svs
HTA6_116_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20X,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/imaging_level_2_2_clean/TBCRC_HE/M-023_1_cleaned.svs
