sample_id,sample_description,biosample_accession,sample_type,sample_type_category,sample_tumor_status,sample_anatomic_site,sample_age_at_collection,derived_from_specimen,acquisition_method_type,tumor_tissue_type,tissue_fixative,embedding_medium,staining_method,objective,nominal_magnification,immersion,lensNA,working_distance,file_url_in_cds
HTA15_30002_7000035,,,Tissue,,Unknown,Unknown,,,,Premalignant - in situ,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_FFPE_HE_T2-1_cleaned.svs
HTA15_30002_7100045,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_OCT_HE_HA2-8_cleaned.svs
HTA15_30002_7100044,,,Tissue,,Unknown,Unknown,,,,Normal,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_OCT_HE_N1-1_cleaned.svs
HTA15_30002_7100046,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_OCT_HE_PT2-1_cleaned.svs
HTA15_30002_7100043,,,Tissue,,Unknown,Unknown,,,,Primary,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0029790_HTA15-30002_OCT_HE_T1-1_cleaned.svs
HTA15_30005_7000033,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_FFPE_HE_HA1-4_cleaned.svs
HTA15_30005_7000034,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_FFPE_HE_HABx1-4_cleaned.svs
HTA15_30005_7000035,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_FFPE_HE_HABx2-1_cleaned.svs
HTA15_30005_7000036,,,Tissue,,Unknown,Unknown,,,,Premalignant,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_FFPE_HE_HABx3-1_cleaned.svs
HTA15_30005_7000032,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_FFPE_HE_N1-1_cleaned.svs
HTA15_30005_7000037,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_FFPE_HE_PT1-4_cleaned.svs
HTA15_30005_7000038,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_FFPE_HE_PTBx1-1_cleaned.svs
HTA15_30005_7000039,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_FFPE_HE_PTBx2-1_cleaned.svs
HTA15_30005_7000040,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_FFPE_HE_PTBx3-1_cleaned.svs
HTA15_30005_7000031,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_FFPE_HE_T1-1_cleaned.svs
HTA15_30005_7100043,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_OCT_HE_HA2-9_cleaned.svs
HTA15_30005_7100044,,,Tissue,,Unknown,Unknown,,,,Normal,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_OCT_HE_HABx4-1_cleaned.svs
HTA15_30005_7100045,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_OCT_HE_HABx5-2_cleaned.svs
HTA15_30005_7100046,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_OCT_HE_HABx6-1_cleaned.svs
HTA15_30005_7100042,,,Tissue,,Unknown,Unknown,,,,Normal,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_OCT_HE_N2-1_cleaned.svs
HTA15_30005_7100047,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_OCT_HE_PT2-1_cleaned.svs
HTA15_30005_7100048,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_OCT_HE_PTBx4-1_cleaned.svs
HTA15_30005_7100049,,,Tissue,,Unknown,Unknown,,,,Not reported,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_OCT_HE_PTBx5-1_cleaned.svs
HTA15_30005_7100050,,,Tissue,,Unknown,Unknown,,,,Primary,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_OCT_HE_PTBx6-1_cleaned.svs
HTA15_30005_7100041,,,Tissue,,Unknown,Unknown,,,,Primary,Oct media,Unknown,H&E,,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/BU_imaging_level_2_clean/UCD0032004_HTA15-30005_OCT_HE_T2-1_cleaned.svs
HTA15_100002_033,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,Objective:0:0,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/Stanford_imaging_level_2/1027012.ome.tiff
HTA15_100002_091,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,Objective:0:0,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/Stanford_imaging_level_2/1027013.ome.tiff
HTA15_100004_208,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,Objective:0:0,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/Stanford_imaging_level_2/1027014.ome.tiff
HTA15_100003_101,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,Objective:0:0,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/Stanford_imaging_level_2/1027015.ome.tiff
HTA15_100001_032,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,Objective:0:0,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/Stanford_imaging_level_2/1027016.ome.tiff
HTA15_100001_034,,,Tissue,,Unknown,Unknown,,,,Premalignant,Oct media,Unknown,H&E,Objective:0:0,40,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/Stanford_imaging_level_2/G034B.ome.tiff
HTA15_51477_1211,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1477_1021_Scan1.ome.tiff
HTA15_51477_1221,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1477_1022_Scan1.ome.tiff
HTA15_51477_1231,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1477_1023_Scan1.ome.tiff
HTA15_51477_1241,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1477_1024_Scan1.ome.tiff
HTA15_51477_1271,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1477_1027_Scan1.ome.tiff
HTA15_51477_1281,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1477_1028_Scan1.ome.tiff
HTA15_51477_1291,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1477_1029_Scan1.ome.tiff
HTA15_51477_1301,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1477_1030_Scan1.ome.tiff
HTA15_51477_1311,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1477_1031_Scan1.ome.tiff
HTA15_51477_1321,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1477_1032_Scan1.ome.tiff
HTA15_51484_1401,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1004_Scan1.ome.tiff
HTA15_51484_1701,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1007_Scan1.ome.tiff
HTA15_51484_1341,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1034_Scan2.ome.tiff
HTA15_51484_1342,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1034-2_Scan1.ome.tiff
HTA15_51484_1343,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1034-3_Scan1.ome.tiff
HTA15_51484_1344,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1034-4_Scan1.ome.tiff
HTA15_51484_1351,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1035_Scan2.ome.tiff
HTA15_51484_1352,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1035-2_Scan1.ome.tiff
HTA15_51484_1353,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1035-3_Scan1.ome.tiff
HTA15_51484_1361,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1036_Scan1.ome.tiff
HTA15_51484_1371,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1037_Scan1.ome.tiff
HTA15_51484_1381,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1038_Scan2.ome.tiff
HTA15_51484_1391,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1484_1039_Scan1.ome.tiff
HTA15_51716_1211,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_1021_Scan1.ome.tiff
HTA15_51716_1221,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_1022_Scan1.ome.tiff
HTA15_51716_1231,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_2023_Scan1.ome.tiff
HTA15_51716_1241,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_2024_Scan1.ome.tiff
HTA15_51716_1251,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_1025_Scan1.ome.tiff
HTA15_51716_1261,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_1026_Scan1.ome.tiff
HTA15_51716_1271,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_1027_Scan1.ome.tiff
HTA15_51716_1281,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_1028_Scan1.ome.tiff
HTA15_51716_1291,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_1029_Scan1.ome.tiff
HTA15_51716_1301,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_1030_Scan1.ome.tiff
HTA15_51716_1311,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_1031_Scan1.ome.tiff
HTA15_51716_1321,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1716_1032_Scan1.ome.tiff
HTA15_51748_1401,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1748_1004_Scan1.ome.tiff
HTA15_51748_1311,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1748_1031_Scan1.ome.tiff
HTA15_51748_1312,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1748_1031-2_Scan1.ome.tiff
HTA15_51748_1321,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1748_1032_Scan1.ome.tiff
HTA15_51748_1322,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1748_1032-2_Scan1.ome.tiff
HTA15_51748_1331,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1748_1033_Scan1.ome.tiff
HTA15_51748_1332,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1748_1033-2_Scan1.ome.tiff
HTA15_51748_1341,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1748_1034_Scan1.ome.tiff
HTA15_51748_1351,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1748_1035_Scan1.ome.tiff
HTA15_51748_1361,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1748_1036_Scan1.ome.tiff
HTA15_51748_1362,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1748_1036-2_Scan2.ome.tiff
HTA15_51833_1701,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1833_1007_Scan1.ome.tiff
HTA15_51833_1111,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1833_1011_Scan1.ome.tiff
HTA15_51833_1141,,,Analyte,,Unknown,Unknown,,,,Normal,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1833_1014_Scan1.ome.tiff
HTA15_51883_1701,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1007_Scan1.ome.tiff
HTA15_51883_1801,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1008_Scan1.ome.tiff
HTA15_51883_1901,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1009_Scan1.ome.tiff
HTA15_51883_1101,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1010_Scan1.ome.tiff
HTA15_51883_1111,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1011_Scan1.ome.tiff
HTA15_51883_1121,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1012_Scan1.ome.tiff
HTA15_51883_1191,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1019_Scan1.ome.tiff
HTA15_51883_1201,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1020_Scan1.ome.tiff
HTA15_51883_1211,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1021_Scan1.ome.tiff
HTA15_51883_1221,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1022_Scan1.ome.tiff
HTA15_51883_1231,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1023_Scan1.ome.tiff
HTA15_51883_1241,,,Analyte,,Unknown,Unknown,,,,Primary,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1883_1024_Scan1.ome.tiff
HTA15_51430_1201,,,Analyte,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1430_1002_Scan1.ome.tiff
HTA15_51430_1301,,,Analyte,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1430_1003_Scan1.ome.tiff
HTA15_51430_1131,,,Analyte,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1430_1013_Scan1.ome.tiff
HTA15_51430_1141,,,Analyte,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1430_1014_Scan1.ome.tiff
HTA15_51430_1151,,,Analyte,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1430_1015_Scan1.ome.tiff
HTA15_51430_1161,,,Analyte,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1430_1016_Scan1.ome.tiff
HTA15_51430_1171,,,Analyte,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1430_1017_Scan1.ome.tiff
HTA15_51430_1181,,,Analyte,,Unknown,Unknown,,,,Metastatic,Formalin,Unknown,H&E,20x,20,,,,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-srrs/DFCI_imaging_level_2/HTA5_1430_1018_Scan1.ome.tiff
