sample_id,sample_description,biosample_accession,sample_type,sample_type_category,sample_tumor_status,sample_anatomic_site,sample_age_at_collection,derived_from_specimen,acquisition_method_type,tumor_tissue_type,tissue_fixative,embedding_medium,imaging_assay_type,objective,nominal_magnification,lens_numerical_aperture,immersion,working_distance,pyramid,z-stack,t_series,physical_size_x,physical_size_y,physical_size_z,size_c,size_t,size_x,size_y,size_z,channel_metadata_filename,file_url_in_cds
HTA14_27_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI31_C9.ome.tif
HTA14_28_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI32_C10.ome.tif
HTA14_29_15,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI33_C11.ome.tif
HTA14_6_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI34_D1.ome.tif
HTA14_30_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI35_D2.ome.tif
HTA14_31_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI36_D3.ome.tif
HTA14_32_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI37_D4.ome.tif
HTA14_33_15,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI38_D5.ome.tif
HTA14_20_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI39_D6.ome.tif
HTA14_34_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI40_D7.ome.tif
HTA14_35_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI41_D8.ome.tif
HTA14_36_15,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI42_D9.ome.tif
HTA14_2_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI43_D10.ome.tif
HTA14_37_15,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI44_D11.ome.tif
HTA14_38_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI45_E1.ome.tif
HTA14_4_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI46_E2.ome.tif
HTA14_39_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI47_E3.ome.tif
HTA14_5_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI48_E4.ome.tif
HTA14_40_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI49_E5.ome.tif
HTA14_3_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI50_E6.ome.tif
HTA14_14_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI51_E7.ome.tif
HTA14_22_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI52_E8.ome.tif
HTA14_32_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI53_E9.ome.tif
HTA14_41_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI54_E10.ome.tif
HTA14_42_15,,,Cell,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI55_E11.ome.tif
HTA14_27_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI56_F1.ome.tif
HTA14_26_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI57_F2.ome.tif
HTA14_7_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI58_F3.ome.tif
HTA14_43_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI59_F4.ome.tif
HTA14_44_15,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI60_F5.ome.tif
HTA14_38_16,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,mIHC,,20.0,0.75,Air,,True,No,No,0.5022,0.5022,0.5022,24,1,3801,3801,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_channel_data/TMA01_Ph1_sec06_ChannelMetadata.txt,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-tma-tnp/imaging_level_2/TMA06_ROI61_F6.ome.tif
