sample_id,sample_description,biosample_accession,sample_type,sample_type_category,sample_tumor_status,sample_anatomic_site,sample_age_at_collection,derived_from_specimen,acquisition_method_type,tumor_tissue_type,tissue_fixative,embedding_medium,imaging_assay_type,objective,nominal_magnification,lens_numerical_aperture,immersion,working_distance,pyramid,z-stack,t_series,physical_size_x,physical_size_y,physical_size_z,size_c,size_t,size_x,size_y,size_z,channel_metadata_filename,file_url_in_cds
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images612.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images613.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images614.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images615.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images616.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images617.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images618.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images619.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images62.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images620.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images621.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images622.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images623.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images624.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images625.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images626.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images627.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images628.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images629.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images63.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images630.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images631.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images632.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images633.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images634.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images635.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images636.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images637.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images638.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images639.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images64.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images65.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images66.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images67.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images68.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images69.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images7.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images70.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images71.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images72.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images73.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images74.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images75.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images76.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images77.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images78.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images79.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images8.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images80.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images81.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images82.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images83.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images84.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images85.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images86.tif.zstd
HTA5_1703_1204,,,Tissue,,Unknown,Unknown,,,,Metastatic,Oct media,Unknown,MERFISH,,60,,,,False,yes,yes,0.109,0.109,0.109,1,24,2048,2048,7,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_auxiliary_files_melanoma/dataorganization_processed.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-dfci/merfish_level_2_melanoma/HTAN_melanoma-1703_slice1204/processed_images87.tif.zstd
